INFO  [2018-01-23 12:38:02,919] main                 pid 7048@PCHacker
INFO  [2018-01-23 12:38:05,850] main                 Added marshaller for class :class atavism.server.plugins.ObjectManagerClient$LoadObjectDataMessage with typeNum: 163
INFO  [2018-01-23 12:38:05,851] main                 Added marshaller for class :class atavism.msgsys.MessageTypeFilter with typeNum: 36
INFO  [2018-01-23 12:38:05,851] main                 Added marshaller for class :class atavism.server.messages.OIDNamespaceMessage with typeNum: 91
INFO  [2018-01-23 12:38:05,857] main                 Added marshaller for class :class atavism.server.plugins.WorldManagerClient$PlayerPathWMReqMessage with typeNum: 228
INFO  [2018-01-23 12:38:05,860] main                 Added marshaller for class :class atavism.agis.plugins.AgisMobClient$removeTargetToCheckMessage with typeNum: 322
INFO  [2018-01-23 12:38:05,864] main                 Added marshaller for class :class atavism.server.pathing.PathData with typeNum: 83
INFO  [2018-01-23 12:38:05,867] main                 Added marshaller for class :class atavism.server.plugins.WorldManagerClient$SpawnReqMessage with typeNum: 216
INFO  [2018-01-23 12:38:05,869] main                 Added marshaller for class :class atavism.agis.plugins.CombatClient$applyEffectMessage with typeNum: 250
INFO  [2018-01-23 12:38:05,871] main                 Added marshaller for class :class atavism.msgsys.IntegerResponseMessage with typeNum: 47
INFO  [2018-01-23 12:38:05,876] main                 Added marshaller for class :class atavism.server.objects.SoundRegionConfig with typeNum: 137
INFO  [2018-01-23 12:38:05,878] main                 Added marshaller for class :class atavism.server.plugins.WorldManagerClient$TargetedComMessage with typeNum: 182
INFO  [2018-01-23 12:38:05,880] main                 Added marshaller for class :class atavism.server.plugins.WorldManagerClient$PerceptionInfo with typeNum: 225
INFO  [2018-01-23 12:38:05,885] main                 Added marshaller for class :class atavism.msgsys.GenericResponseMessage with typeNum: 43
INFO  [2018-01-23 12:38:05,971] main                 Added marshaller for class :class atavism.agis.plugins.AgisMobClient$updatePetStatsMessage with typeNum: 318
INFO  [2018-01-23 12:38:05,975] main                 Added marshaller for class :class atavism.server.plugins.WorldManagerClient$OrientReqMessage with typeNum: 207
INFO  [2018-01-23 12:38:05,977] main                 Added marshaller for class :class atavism.server.engine.Namespace with typeNum: 71
INFO  [2018-01-23 12:38:05,979] main                 Added marshaller for class :class atavism.server.plugins.WorldManagerClient$NewRegionMessage with typeNum: 201
INFO  [2018-01-23 12:38:05,984] main                 Added marshaller for class :class atavism.server.objects.LightData with typeNum: 123
INFO  [2018-01-23 12:38:05,987] main                 Added marshaller for class :class atavism.server.plugins.ObjectManagerClient$GetNamedObjectMessage with typeNum: 178
INFO  [2018-01-23 12:38:05,989] main                 Added marshaller for class :class atavism.agis.plugins.CombatClient$abilityUsedMessage with typeNum: 242
INFO  [2018-01-23 12:38:05,994] main                 Added marshaller for class :class atavism.server.plugins.InstanceClient$SetInstanceGroupMessage with typeNum: 153
INFO  [2018-01-23 12:38:05,994] main                 Added marshaller for class :class atavism.msgsys.SubjectMessage with typeNum: 38
INFO  [2018-01-23 12:38:05,997] main                 Added marshaller for class :class atavism.server.plugins.WorldManagerPlugin$LocationNamespaceFilter with typeNum: 229
INFO  [2018-01-23 12:38:06,000] main                 Added marshaller for class :class atavism.agis.plugins.ClassAbilityClient$skillIncreasedMessage with typeNum: 282
INFO  [2018-01-23 12:38:06,005] main                 Added marshaller for class :class atavism.server.plugins.InventoryClient$InvUpdateMessage$InvPos with typeNum: 157
INFO  [2018-01-23 12:38:06,008] main                 Added marshaller for class :class atavism.server.objects.SpawnData with typeNum: 138
INFO  [2018-01-23 12:38:06,010] main                 Added marshaller for class :class atavism.agis.plugins.AgisInventoryClient$SendInventoryUpdateMessage with typeNum: 276
INFO  [2018-01-23 12:38:06,014] main                 Added marshaller for class :class atavism.msgsys.ExceptionResponseMessage with typeNum: 52
INFO  [2018-01-23 12:38:06,093] main                 Added marshaller for class :class atavism.server.objects.RoadRegionConfig with typeNum: 134
INFO  [2018-01-23 12:38:06,095] main                 Added marshaller for class :class atavism.agis.plugins.ArenaClient$duelChallengeMessage with typeNum: 297
INFO  [2018-01-23 12:38:06,097] main                 Added marshaller for class :class atavism.msgsys.LongResponseMessage with typeNum: 48
INFO  [2018-01-23 12:38:06,098] main                 Added marshaller for class :class atavism.server.objects.Light with typeNum: 122
INFO  [2018-01-23 12:38:06,101] main                 Added marshaller for class :class atavism.agis.plugins.CraftingClient$CraftItemMessage with typeNum: 333
INFO  [2018-01-23 12:38:06,105] main                 Added marshaller for class :class atavism.agis.plugins.CombatClient$updateActionBarMessage with typeNum: 249
INFO  [2018-01-23 12:38:06,106] main                 Added marshaller for class :class atavism.server.messages.PropertyMessage with typeNum: 92
INFO  [2018-01-23 12:38:06,108] main                 Added marshaller for class :class atavism.agis.plugins.AgisMobClient$addTargetToCheckMessage with typeNum: 321
INFO  [2018-01-23 12:38:06,111] main                 Added marshaller for class :class atavism.server.plugins.InstanceClient$GetRegionMessage with typeNum: 152
INFO  [2018-01-23 12:38:06,115] main                 Added marshaller for class :class atavism.agis.plugins.CombatClient$updateFatigueStatusMessage with typeNum: 253
INFO  [2018-01-23 12:38:06,117] main                 Added marshaller for class :class atavism.msgsys.BooleanResponseMessage with typeNum: 49
INFO  [2018-01-23 12:38:06,119] main                 Added marshaller for class :class atavism.agis.plugins.ArenaClient$removeEffectsMessage with typeNum: 306
INFO  [2018-01-23 12:38:06,124] main                 Added marshaller for class :class atavism.server.objects.ObjectTracker$TrackerFilter with typeNum: 145
INFO  [2018-01-23 12:38:06,125] main                 Added marshaller for class :class atavism.msgsys.ResponseMessage with typeNum: 104
INFO  [2018-01-23 12:38:06,127] main                 Added marshaller for class :class atavism.server.plugins.WorldManagerClient$AnimationMessage with typeNum: 180
INFO  [2018-01-23 12:38:06,129] main                 Added marshaller for class :class atavism.msgsys.ExceptionData with typeNum: 53
INFO  [2018-01-23 12:38:06,131] main                 Added marshaller for class :class atavism.server.objects.EntityHandle with typeNum: 119
INFO  [2018-01-23 12:38:06,208] main                 Added marshaller for class :class atavism.server.engine.BaseBehavior$DisableCommandMessage with typeNum: 61
INFO  [2018-01-23 12:38:06,215] main                 Added marshaller for class :class atavism.msgsys.SubscribeMessage with typeNum: 39
INFO  [2018-01-23 12:38:06,217] main                 Added marshaller for class :class atavism.msgsys.Message with typeNum: 100
INFO  [2018-01-23 12:38:06,218] main                 Added marshaller for class :class atavism.server.objects.ObjState with typeNum: 126
INFO  [2018-01-23 12:38:06,220] main                 Added marshaller for class :class atavism.server.math.Plane with typeNum: 78
INFO  [2018-01-23 12:38:06,225] main                 Added marshaller for class :class atavism.server.objects.Marker with typeNum: 143
INFO  [2018-01-23 12:38:06,227] main                 Added marshaller for class :class atavism.server.plugins.WorldManagerPlugin$WorldManagerFilter$InstanceGeometry with typeNum: 232
INFO  [2018-01-23 12:38:06,235] main                 Added marshaller for class :class atavism.server.plugins.WorldManagerClient$UpdateWorldNodeMessage with typeNum: 222
INFO  [2018-01-23 12:38:06,239] main                 Added marshaller for class :class atavism.msgsys.AllocNameResponseMessage with typeNum: 103
INFO  [2018-01-23 12:38:06,241] main                 Added marshaller for class :class atavism.server.plugins.InstanceClient$RegisterInstanceTemplateMessage with typeNum: 147
INFO  [2018-01-23 12:38:06,246] main                 Added marshaller for class :class atavism.server.plugins.WorldManagerClient$ExtensionMessage with typeNum: 190
INFO  [2018-01-23 12:38:06,258] main                 Added marshaller for class :class atavism.server.objects.Color with typeNum: 112
INFO  [2018-01-23 12:38:06,260] main                 Added marshaller for class :class atavism.server.engine.BaseBehavior$FollowCommandMessage with typeNum: 58
INFO  [2018-01-23 12:38:06,264] main                 Added marshaller for class :class atavism.agis.plugins.AgisMobClient$spawnArenaCreatureMessage with typeNum: 313
INFO  [2018-01-23 12:38:06,267] main                 Added marshaller for class :class atavism.agis.plugins.CombatClient$getAoeTargetsMessage with typeNum: 248
INFO  [2018-01-23 12:38:06,269] main                 Added marshaller for class :class atavism.server.objects.Vector2 with typeNum: 141
INFO  [2018-01-23 12:38:06,271] main                 Added marshaller for class :class atavism.agis.plugins.ClassAbilityClient$levelChangeMessage with typeNum: 281
INFO  [2018-01-23 12:38:06,319] main                 Added marshaller for class :class atavism.server.util.AnimationCommand with typeNum: 81
INFO  [2018-01-23 12:38:06,324] main                 Added marshaller for class :class atavism.agis.plugins.ArenaClient$duelChallengeRemoveMessage with typeNum: 301
INFO  [2018-01-23 12:38:06,326] main                 Added marshaller for class :class atavism.agis.plugins.AgisInventoryClient$lootAllMessage with typeNum: 271
INFO  [2018-01-23 12:38:06,330] main                 Added marshaller for class :class atavism.server.objects.InstanceTemplate with typeNum: 146
INFO  [2018-01-23 12:38:06,335] main                 Added marshaller for class :class atavism.agis.plugins.AgisInventoryClient$checkCurrencyMessage with typeNum: 278
INFO  [2018-01-23 12:38:06,335] main                 Added marshaller for class :class atavism.server.objects.AOObject with typeNum: 124
INFO  [2018-01-23 12:38:06,337] main                 Added marshaller for class :class atavism.agis.plugins.GroupClient$groupInviteByNameMessage with typeNum: 307
INFO  [2018-01-23 12:38:06,340] main                 Added marshaller for class :class atavism.server.pathing.PathEdge with typeNum: 84
INFO  [2018-01-23 12:38:06,344] main                 Added marshaller for class :class atavism.server.plugins.ProxyPlugin$PlayerLoginStatus with typeNum: 239
INFO  [2018-01-23 12:38:06,348] main                 Added marshaller for class :class atavism.server.objects.SoundData with typeNum: 136
INFO  [2018-01-23 12:38:06,350] main                 Added marshaller for class :class atavism.server.plugins.WorldManagerClient$LoadSubObjectMessage with typeNum: 226
INFO  [2018-01-23 12:38:06,350] main                 Added marshaller for class :class atavism.msgsys.GenericMessage with typeNum: 42
INFO  [2018-01-23 12:38:06,355] main                 Added marshaller for class :class atavism.agis.plugins.AgisInventoryClient$QuestItemsListMessage with typeNum: 275
INFO  [2018-01-23 12:38:06,357] main                 Added marshaller for class :class atavism.agis.plugins.QuestClient$StartQuestMessage with typeNum: 254
INFO  [2018-01-23 12:38:06,360] main                 Added marshaller for class :class atavism.server.engine.EnginePlugin$GetPropertyMessage with typeNum: 65
INFO  [2018-01-23 12:38:06,489] main                 Added marshaller for class :class atavism.server.plugins.ObjectManagerClient$SetSubPersistenceMessage with typeNum: 171
INFO  [2018-01-23 12:38:06,494] main                 Added marshaller for class :class atavism.server.messages.PerceptionMessage with typeNum: 94
INFO  [2018-01-23 12:38:06,496] main                 Added marshaller for class :class atavism.agis.plugins.AgisMobClient$targetInReactionRangeMessage with typeNum: 320
INFO  [2018-01-23 12:38:06,499] main                 Added marshaller for class :class atavism.server.plugins.WorldManagerClient$ComMessage with typeNum: 181
INFO  [2018-01-23 12:38:06,501] main                 Added marshaller for class :class atavism.server.plugins.WorldManagerClient$PerceiverRegionsMessage with typeNum: 208
INFO  [2018-01-23 12:38:06,501] main                 Added marshaller for class :class atavism.server.messages.NamespaceFilter with typeNum: 97
INFO  [2018-01-23 12:38:06,505] main                 Added marshaller for class :class atavism.agis.plugins.AgisMobClient$tameBeastMessage with typeNum: 315
INFO  [2018-01-23 12:38:06,509] main                 Added marshaller for class :class atavism.msgsys.HelloResponseMessage with typeNum: 34
INFO  [2018-01-23 12:38:06,511] main                 Added marshaller for class :class atavism.server.messages.NamespaceMessage with typeNum: 90
INFO  [2018-01-23 12:38:06,515] main                 Added marshaller for class :class atavism.server.objects.InstanceRestorePoint with typeNum: 142
INFO  [2018-01-23 12:38:06,518] main                 Added marshaller for class :class atavism.agis.plugins.AgisMobClient$GetInstanceTemplateMessage with typeNum: 310
INFO  [2018-01-23 12:38:06,520] main                 Added marshaller for class :class atavism.server.objects.ObjectTracker$NotifyAggroRadiusMessage with typeNum: 236
INFO  [2018-01-23 12:38:06,524] main                 Added marshaller for class :class atavism.server.objects.ObjectTracker$NotifyReactionRadiusMessage with typeNum: 235
INFO  [2018-01-23 12:38:06,526] main                 Added marshaller for class :class atavism.agis.plugins.AgisInventoryClient$removeBagMessage with typeNum: 269
INFO  [2018-01-23 12:38:06,529] main                 Added marshaller for class :class atavism.agis.plugins.AgisMobClient$getIslandsDataMessage with typeNum: 323
INFO  [2018-01-23 12:38:06,589] main                 Added marshaller for class :class atavism.agis.plugins.CombatClient$TargetTypeMessage with typeNum: 244
INFO  [2018-01-23 12:38:06,595] main                 Added marshaller for class :class atavism.agis.plugins.ArenaClient$addArenaCreatureMessage with typeNum: 294
INFO  [2018-01-23 12:38:06,597] main                 Added marshaller for class :class atavism.agis.plugins.AgisInventoryClient$RequestOpenMobMessage with typeNum: 262
INFO  [2018-01-23 12:38:06,599] main                 Added marshaller for class :class atavism.server.objects.Road with typeNum: 133
INFO  [2018-01-23 12:38:06,604] main                 Added marshaller for class :class atavism.agis.plugins.DataLoggerClient$CharacterDeletedMessage with typeNum: 331
INFO  [2018-01-23 12:38:06,606] main                 Added marshaller for class :class atavism.agis.plugins.AgisInventoryClient$lootItemMessage with typeNum: 270
INFO  [2018-01-23 12:38:06,608] main                 Added marshaller for class :class atavism.server.plugins.WorldManagerClient$TargetedExtensionMessage with typeNum: 219
INFO  [2018-01-23 12:38:06,609] main                 Entered MarshallingRuntime.initializeBatch: Registered 308 classes
INFO  [2018-01-23 12:38:06,710] main                 Engine: My local host name is 'PCHacker'
DEBUG [2018-01-23 12:38:06,919] main                 Engine: atavism.cputime_logging_interval disabled
DEBUG [2018-01-23 12:38:06,935] main                 Engine: populateScriptList: option i: ../bin/mobserver_local.py
DEBUG [2018-01-23 12:38:06,936] main                 Engine: populateScriptList: option i: ../config/common/aomessages.py
DEBUG [2018-01-23 12:38:06,936] main                 Engine: populateScriptList: option i: ../config/world/worldmessages.py
DEBUG [2018-01-23 12:38:06,936] main                 Engine: populateScriptList: nonoption args element: ../config/common/global_props.py
DEBUG [2018-01-23 12:38:06,936] main                 Engine: populateScriptList: nonoption args element: ../config/world/global_props.py
DEBUG [2018-01-23 12:38:06,937] main                 Engine: populateScriptList: nonoption args element: ../config/common/mobserver_init.py
DEBUG [2018-01-23 12:38:06,937] main                 Engine: populateScriptList: nonoption args element: ../config/world/mobserver_init.py
DEBUG [2018-01-23 12:38:06,937] main                 Engine: populateScriptList: nonoption args element: ../config/common/questplugin.py
DEBUG [2018-01-23 12:38:06,937] main                 Engine: populateScriptList: nonoption args element: ../config/world/factionplugin.py
DEBUG [2018-01-23 12:38:06,937] main                 Engine: populateScriptList: nonoption args element: ../config/world/socialplugin.py
DEBUG [2018-01-23 12:38:06,938] main                 Engine: populateScriptList: nonoption args element: ../config/common/mobserver.py
DEBUG [2018-01-23 12:38:06,938] main                 Engine: populateScriptList: nonoption args element: ../config/world/mobserver.py
DEBUG [2018-01-23 12:38:06,938] main                 Engine: populateScriptList: nonoption args element: ../config/world/extensions_mobserver.py
DEBUG [2018-01-23 12:38:13,169] main                 Engine: Engine: reading in script: ../bin/mobserver_local.py
DEBUG [2018-01-23 12:38:13,237] main                 Engine: Executing init script file: ../bin/mobserver_local.py
DEBUG [2018-01-23 12:38:13,237] main                 runPYFile: file=../bin/mobserver_local.py
DEBUG [2018-01-23 12:38:13,651] main                 BasicInterpolator.startUpdates: updating with interval=5000
DEBUG [2018-01-23 12:38:13,739] main                 mobserver_local: done with local config
DEBUG [2018-01-23 12:38:13,739] main                 Engine: script completed
DEBUG [2018-01-23 12:38:13,739] main                 Engine: Engine: reading in script: ../config/common/aomessages.py
DEBUG [2018-01-23 12:38:13,740] main                 Engine: Executing init script file: ../config/common/aomessages.py
DEBUG [2018-01-23 12:38:13,740] main                 runPYFile: file=../config/common/aomessages.py
DEBUG [2018-01-23 12:38:14,621] main                 Adding msg type 'ao.PROPERTY', msgNumber 1/0x1
DEBUG [2018-01-23 12:38:14,623] main                 Adding msg type 'ao.LOGIN', msgNumber 2/0x2
DEBUG [2018-01-23 12:38:14,625] main                 Adding msg type 'ao.LOGOUT', msgNumber 3/0x3
DEBUG [2018-01-23 12:38:14,676] main                 Adding msg type 'ao.ANIMATION', msgNumber 4/0x4
DEBUG [2018-01-23 12:38:14,677] main                 Adding msg type 'ao.COM', msgNumber 5/0x5
DEBUG [2018-01-23 12:38:14,677] main                 Adding msg type 'ao.COM_REQ', msgNumber 6/0x6
DEBUG [2018-01-23 12:38:14,677] main                 Adding msg type 'ao.DC_REQ', msgNumber 7/0x7
DEBUG [2018-01-23 12:38:14,678] main                 Adding msg type 'ao.DESPAWNED', msgNumber 8/0x8
DEBUG [2018-01-23 12:38:14,678] main                 Adding msg type 'ao.DESPAWN_REQ', msgNumber 9/0x9
DEBUG [2018-01-23 12:38:14,678] main                 Adding msg type 'ao.DETACH', msgNumber 10/0xa
DEBUG [2018-01-23 12:38:14,679] main                 Adding msg type 'ao.DIR_LOC_ORIENT', msgNumber 11/0xb
DEBUG [2018-01-23 12:38:14,679] main                 Adding msg type 'ao.DISPLAY_CONTEXT', msgNumber 12/0xc
DEBUG [2018-01-23 12:38:14,679] main                 Adding msg type 'ao.EXTENSION', msgNumber 13/0xd
DEBUG [2018-01-23 12:38:14,680] main                 Adding msg type 'ao.FOG', msgNumber 14/0xe
DEBUG [2018-01-23 12:38:14,680] main                 Adding msg type 'ao.FREE_REMOTE_OBJ', msgNumber 15/0xf
DEBUG [2018-01-23 12:38:14,686] main                 Adding msg type 'ao.GETWNODE_REQ', msgNumber 16/0x10
DEBUG [2018-01-23 12:38:14,689] main                 Adding msg type 'ao.MOB_PATH', msgNumber 17/0x11
DEBUG [2018-01-23 12:38:14,689] main                 Adding msg type 'ao.MOB_PATH_CORRECTION', msgNumber 18/0x12
DEBUG [2018-01-23 12:38:14,689] main                 Adding msg type 'ao.MOB_PATH_REQ', msgNumber 19/0x13
DEBUG [2018-01-23 12:38:14,690] main                 Adding msg type 'ao.MODIFY_DC', msgNumber 20/0x14
DEBUG [2018-01-23 12:38:14,690] main                 Adding msg type 'ao.NEW_DIRLIGHT', msgNumber 21/0x15
DEBUG [2018-01-23 12:38:14,690] main                 Adding msg type 'ao.FREE_OBJECT', msgNumber 22/0x16
DEBUG [2018-01-23 12:38:14,691] main                 Adding msg type 'ao.NEW_REGION', msgNumber 23/0x17
DEBUG [2018-01-23 12:38:14,691] main                 Adding msg type 'ao.NEW_REMOTE_OBJ', msgNumber 24/0x18
DEBUG [2018-01-23 12:38:14,692] main                 Adding msg type 'ao.OBJINFO_REQ', msgNumber 25/0x19
DEBUG [2018-01-23 12:38:14,692] main                 Adding msg type 'ao.GET_OBJECTS_IN', msgNumber 26/0x1a
DEBUG [2018-01-23 12:38:14,692] main                 Adding msg type 'ao.ORIENT', msgNumber 27/0x1b
DEBUG [2018-01-23 12:38:14,693] main                 Adding msg type 'ao.ORIENT_REQ', msgNumber 28/0x1c
DEBUG [2018-01-23 12:38:14,694] main                 Adding msg type 'ao.PERCEIVER_REGIONS', msgNumber 29/0x1d
DEBUG [2018-01-23 12:38:14,694] main                 Adding msg type 'ao.REFRESH_WNODE', msgNumber 30/0x1e
DEBUG [2018-01-23 12:38:14,695] main                 Adding msg type 'ao.REPARENT_WNODE_REQ', msgNumber 31/0x1f
DEBUG [2018-01-23 12:38:14,696] main                 Adding msg type 'ao.ROAD', msgNumber 32/0x20
DEBUG [2018-01-23 12:38:14,696] main                 Adding msg type 'ao.FREE_ROAD', msgNumber 33/0x21
DEBUG [2018-01-23 12:38:14,696] main                 Adding msg type 'ao.SETWNODE_REQ', msgNumber 34/0x22
DEBUG [2018-01-23 12:38:14,697] main                 Adding msg type 'ao.SET_AMBIENT', msgNumber 35/0x23
DEBUG [2018-01-23 12:38:14,697] main                 Adding msg type 'ao.SOUND', msgNumber 36/0x24
DEBUG [2018-01-23 12:38:14,697] main                 Adding msg type 'ao.SPAWNED', msgNumber 37/0x25
DEBUG [2018-01-23 12:38:14,698] main                 Adding msg type 'ao.SPAWN_REQ', msgNumber 38/0x26
DEBUG [2018-01-23 12:38:14,698] main                 Adding msg type 'ao.SYS_CHAT', msgNumber 39/0x27
DEBUG [2018-01-23 12:38:14,698] main                 Adding msg type 'ao.TARGETED_PROPERTY', msgNumber 40/0x28
DEBUG [2018-01-23 12:38:14,699] main                 Adding msg type 'ao.UPDATEWNODE', msgNumber 41/0x29
DEBUG [2018-01-23 12:38:14,699] main                 Adding msg type 'ao.UPDATEWNODE_REQ', msgNumber 42/0x2a
DEBUG [2018-01-23 12:38:14,699] main                 Adding msg type 'ao.UPDATE_OBJECT', msgNumber 43/0x2b
DEBUG [2018-01-23 12:38:14,700] main                 Adding msg type 'ao.WNODECORRECT', msgNumber 44/0x2c
DEBUG [2018-01-23 12:38:14,700] main                 Adding msg type 'ao.P2P_EXTENSION', msgNumber 45/0x2d
DEBUG [2018-01-23 12:38:14,700] main                 Adding msg type 'ao.PERCEPTION_INFO', msgNumber 46/0x2e
DEBUG [2018-01-23 12:38:14,701] main                 Adding msg type 'ao.PERCEPTION', msgNumber 47/0x2f
DEBUG [2018-01-23 12:38:14,702] main                 Adding msg type 'ao.HOST_INSTANCE', msgNumber 48/0x30
DEBUG [2018-01-23 12:38:14,702] main                 Adding msg type 'ao.PLAYER_PATH_WM_REQ', msgNumber 49/0x31
DEBUG [2018-01-23 12:38:14,712] main                 Adding msg type 'ao.SET_PERSISTENCE', msgNumber 50/0x32
DEBUG [2018-01-23 12:38:14,712] main                 Adding msg type 'ao.SET_SUBPERSISTENCE', msgNumber 51/0x33
DEBUG [2018-01-23 12:38:14,713] main                 Adding msg type 'ao.MODIFY_NAMESPACE', msgNumber 52/0x34
DEBUG [2018-01-23 12:38:14,713] main                 Adding msg type 'ao.LOAD_OBJECT', msgNumber 53/0x35
DEBUG [2018-01-23 12:38:14,713] main                 Adding msg type 'ao.LOAD_SUBOBJECT', msgNumber 54/0x36
DEBUG [2018-01-23 12:38:14,714] main                 Adding msg type 'ao.LOAD_OBJECT_DATA', msgNumber 55/0x37
DEBUG [2018-01-23 12:38:14,714] main                 Adding msg type 'ao.SAVE_OBJECT_DATA', msgNumber 56/0x38
DEBUG [2018-01-23 12:38:14,714] main                 Adding msg type 'ao.SAVE_OBJECT', msgNumber 57/0x39
DEBUG [2018-01-23 12:38:14,715] main                 Adding msg type 'ao.SAVE_SUBOBJECT', msgNumber 58/0x3a
DEBUG [2018-01-23 12:38:14,715] main                 Adding msg type 'ao.GENERATE_OBJECT', msgNumber 59/0x3b
DEBUG [2018-01-23 12:38:14,716] main                 Adding msg type 'ao.GENERATE_SUB_OBJECT', msgNumber 60/0x3c
DEBUG [2018-01-23 12:38:14,716] main                 Adding msg type 'ao.SUB_OBJECT_DEPS_READY', msgNumber 61/0x3d
DEBUG [2018-01-23 12:38:14,716] main                 Adding msg type 'ao.REGISTER_TEMPLATE', msgNumber 62/0x3e
DEBUG [2018-01-23 12:38:14,717] main                 Adding msg type 'ao.GET_TEMPLATE', msgNumber 63/0x3f
DEBUG [2018-01-23 12:38:14,717] main                 Adding msg type 'ao.GET_TEMPLATE_NAMES', msgNumber 64/0x40
DEBUG [2018-01-23 12:38:14,718] main                 Adding msg type 'ao.UNLOAD_OBJECT', msgNumber 65/0x41
DEBUG [2018-01-23 12:38:14,718] main                 Adding msg type 'ao.UNLOAD_SUBOBJECT', msgNumber 66/0x42
DEBUG [2018-01-23 12:38:14,718] main                 Adding msg type 'ao.DELETE_OBJECT', msgNumber 67/0x43
DEBUG [2018-01-23 12:38:14,719] main                 Adding msg type 'ao.DELETE_SUBOBJECT', msgNumber 68/0x44
DEBUG [2018-01-23 12:38:14,719] main                 Adding msg type 'ao.FIX_WNODE_REQ', msgNumber 69/0x45
DEBUG [2018-01-23 12:38:14,719] main                 Adding msg type 'ao.GET_NAMED_OBJECT', msgNumber 70/0x46
DEBUG [2018-01-23 12:38:14,720] main                 Adding msg type 'ao.GET_MATCHING_OBJECTS', msgNumber 71/0x47
DEBUG [2018-01-23 12:38:14,720] main                 Adding msg type 'ao.GET_OBJECT_STATUS', msgNumber 72/0x48
DEBUG [2018-01-23 12:38:14,726] main                 Adding msg type 'ao.ADD_ITEM', msgNumber 73/0x49
DEBUG [2018-01-23 12:38:14,726] main                 Adding msg type 'ao.CREATE_INV', msgNumber 74/0x4a
DEBUG [2018-01-23 12:38:14,726] main                 Adding msg type 'ao.INV_UPDATE', msgNumber 75/0x4b
DEBUG [2018-01-23 12:38:14,727] main                 Adding msg type 'ao.ACTIVATE', msgNumber 76/0x4c
DEBUG [2018-01-23 12:38:14,727] main                 Adding msg type 'ao.LOOTALL', msgNumber 77/0x4d
DEBUG [2018-01-23 12:38:14,731] main                 Adding msg type 'ao.INV_FIND', msgNumber 78/0x4e
DEBUG [2018-01-23 12:38:14,739] main                 Adding msg type 'ao.INV_REMOVE', msgNumber 79/0x4f
DEBUG [2018-01-23 12:38:14,740] main                 Adding msg type 'ao.DESTROY_ITEM', msgNumber 80/0x50
DEBUG [2018-01-23 12:38:14,764] main                 Adding msg type 'ao.NOTIFY_REACTION_RADIUS', msgNumber 81/0x51
DEBUG [2018-01-23 12:38:14,764] main                 Adding msg type 'ao.NOTIFY_AGGRO_RADIUS', msgNumber 82/0x52
DEBUG [2018-01-23 12:38:14,827] main                 Adding msg type 'ao.DUMP_ALL_THREAD_STACKS', msgNumber 83/0x53
DEBUG [2018-01-23 12:38:14,827] main                 Adding msg type 'ao.GET_PROPERTY', msgNumber 84/0x54
DEBUG [2018-01-23 12:38:14,828] main                 Adding msg type 'ao.GET_PROPERTY_NAMES', msgNumber 85/0x55
DEBUG [2018-01-23 12:38:14,828] main                 Adding msg type 'ao.PLUGIN_STATE', msgNumber 86/0x56
DEBUG [2018-01-23 12:38:14,828] main                 Adding msg type 'ao.SET_PROPERTY', msgNumber 87/0x57
DEBUG [2018-01-23 12:38:14,829] main                 Adding msg type 'ao.SET_PROPERTY_NONBLOCK', msgNumber 88/0x58
DEBUG [2018-01-23 12:38:14,829] main                 Adding msg type 'ao.TRANSFER_OBJECT', msgNumber 89/0x59
DEBUG [2018-01-23 12:38:14,836] main                 Adding msg type 'ao.COMMAND', msgNumber 90/0x5a
DEBUG [2018-01-23 12:38:14,836] main                 Adding msg type 'ao.EVENT', msgNumber 91/0x5b
DEBUG [2018-01-23 12:38:14,845] main                 Adding msg type 'ao.REQ_QUEST_INFO', msgNumber 92/0x5c
DEBUG [2018-01-23 12:38:14,845] main                 Adding msg type 'ao.REQ_CONCLUDE_QUEST', msgNumber 93/0x5d
DEBUG [2018-01-23 12:38:14,846] main                 Adding msg type 'ao.QUEST_INFO', msgNumber 94/0x5e
DEBUG [2018-01-23 12:38:14,846] main                 Adding msg type 'ao.GET_QUEST_STATUS', msgNumber 95/0x5f
DEBUG [2018-01-23 12:38:14,847] main                 Adding msg type 'ao.QUEST_RESP', msgNumber 96/0x60
DEBUG [2018-01-23 12:38:14,847] main                 Adding msg type 'ao.NEW_QUESTSTATE', msgNumber 97/0x61
DEBUG [2018-01-23 12:38:14,847] main                 Adding msg type 'ao.CONCLUDE_QUEST', msgNumber 98/0x62
DEBUG [2018-01-23 12:38:14,847] main                 Adding msg type 'ao.QUEST_STATE_STATUS_CHANGE', msgNumber 99/0x63
DEBUG [2018-01-23 12:38:14,848] main                 Adding msg type 'ao.QUEST_LOG_INFO', msgNumber 100/0x64
DEBUG [2018-01-23 12:38:14,848] main                 Adding msg type 'ao.QUEST_STATE_INFO', msgNumber 101/0x65
DEBUG [2018-01-23 12:38:14,848] main                 Adding msg type 'ao.REMOVE_QUEST_RESP', msgNumber 102/0x66
DEBUG [2018-01-23 12:38:14,849] main                 Adding msg type 'ao.REQ_RESET_QUESTS', msgNumber 103/0x67
DEBUG [2018-01-23 12:38:14,871] main                 Adding msg type 'ao.AGIS_INV_FIND', msgNumber 104/0x68
DEBUG [2018-01-23 12:38:14,872] main                 Adding msg type 'ao.TRADE_START_REQ', msgNumber 105/0x69
